Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,YearMonth,DayOfWeek,Hour
536987,22835,HOT WATER BOTTLE I AM SO POORLY,13,2010-07-24 14:29:00,5.1,12760,United Kingdom,66.3,2010,7,2010-07,5,14
536987,23167,SMALL CERAMIC TOP STORAGE JAR,2,2010-07-24 14:29:00,0.8,12760,United Kingdom,1.6,2010,7,2010-07,5,14
536924,23084,RABBIT NIGHT LIGHT,12,2010-07-25 09:13:00,1.69,12451,United Kingdom,20.28,2010,7,2010-07,6,9
536600,85099C,JUMBO BAG STRAWBERRY,16,2010-07-26 03:54:00,1.88,12486,United Kingdom,30.08,2010,7,2010-07,0,3
536600,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,13,2010-07-26 03:54:00,4.44,12486,United Kingdom,57.720000000000006,2010,7,2010-07,0,3
536600,23298,SPOTTY BUNTING,1,2010-07-26 03:54:00,5.03,12486,United Kingdom,5.03,2010,7,2010-07,0,3
536600,22310,PANTRY MAGNETIC SHOPPING LIST,17,2010-07-26 03:54:00,2.14,12486,United Kingdom,36.38,2010,7,2010-07,0,3
536600,22728,ALARM CLOCK BAKELIKE PINK,2,2010-07-26 03:54:00,4.05,12486,United Kingdom,8.1,2010,7,2010-07,0,3
536600,23167,SMALL CERAMIC TOP STORAGE JAR,1,2010-07-26 03:54:00,0.88,12486,United Kingdom,0.88,2010,7,2010-07,0,3
536600,22198,SMALL HEART FLOWERS HOOK,2,2010-07-26 03:54:00,0.86,12486,United Kingdom,1.72,2010,7,2010-07,0,3
536933,22384,LUNCH BAG PINK POLKADOT,6,2010-07-26 12:25:00,1.52,12450,EIRE,9.120000000000001,2010,7,2010-07,0,12
536933,21754,HOME BUILDING BLOCK WORD,1,2010-07-26 12:25:00,5.98,12450,EIRE,5.98,2010,7,2010-07,0,12
536933,23084,RABBIT NIGHT LIGHT,5,2010-07-26 12:25:00,1.71,12450,EIRE,8.55,2010,7,2010-07,0,12
536933,M,MANUAL,4,2010-07-26 12:25:00,0.0,12450,EIRE,0.0,2010,7,2010-07,0,12
536450,22752,SET 7 BABUSHKA NESTING BOXES,3,2010-07-26 21:42:00,7.98,12415,United Kingdom,23.94,2010,7,2010-07,0,21
536450,21755,LOVE BUILDING BLOCK WORD,8,2010-07-26 21:42:00,6.53,12415,United Kingdom,52.24,2010,7,2010-07,0,21
537952,23300,GARDENERS KNEELING PAD CUP OF TEA,3,2010-07-28 10:44:00,1.89,12594,United Kingdom,5.67,2010,7,2010-07,2,10
537952,22386,JUMBO BAG PINK POLKADOT,3,2010-07-28 10:44:00,1.8,12594,United Kingdom,5.4,2010,7,2010-07,2,10
537952,22310,PANTRY MAGNETIC SHOPPING LIST,2,2010-07-28 10:44:00,1.8,12594,United Kingdom,3.6,2010,7,2010-07,2,10
537665,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-07-28 12:29:00,5.3,12377,United Kingdom,5.3,2010,7,2010-07,2,12
537665,22748,POPPY'S PLAYHOUSE KITCHEN,17,2010-07-28 12:29:00,2.08,12377,United Kingdom,35.36,2010,7,2010-07,2,12
537665,22835,HOT WATER BOTTLE I AM SO POORLY,2,2010-07-28 12:29:00,4.59,12377,United Kingdom,9.18,2010,7,2010-07,2,12
537665,85099B,JUMBO BAG RED RETROSPOT,3,2010-07-28 12:29:00,1.97,12377,United Kingdom,5.91,2010,7,2010-07,2,12
537665,22632,HAND WARMER RED POLKA DOT,2,2010-07-28 12:29:00,1.88,12377,United Kingdom,3.76,2010,7,2010-07,2,12
537665,23300,GARDENERS KNEELING PAD CUP OF TEA,20,2010-07-28 12:29:00,2.31,12377,United Kingdom,46.2,2010,7,2010-07,2,12
538075,23084,RABBIT NIGHT LIGHT,1,2010-07-28 17:19:00,1.96,12824,United Kingdom,1.96,2010,7,2010-07,2,17
536424,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2010-07-29 07:47:00,1.72,12415,United Kingdom,1.72,2010,7,2010-07,3,7
536424,22728,ALARM CLOCK BAKELIKE PINK,1,2010-07-29 07:47:00,3.74,12415,United Kingdom,3.74,2010,7,2010-07,3,7
536466,22730,ALARM CLOCK BAKELIKE IVORY,11,2010-07-29 10:54:00,3.61,12565,United Kingdom,39.71,2010,7,2010-07,3,10
536466,23166,MEDIUM CERAMIC TOP STORAGE JAR,16,2010-07-29 10:54:00,1.36,12565,United Kingdom,21.76,2010,7,2010-07,3,10
536466,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-07-29 10:54:00,2.75,12565,United Kingdom,2.75,2010,7,2010-07,3,10
536466,22423,REGENCY CAKESTAND 3 TIER,8,2010-07-29 10:54:00,12.59,12565,United Kingdom,100.72,2010,7,2010-07,3,10
536466,22386,JUMBO BAG PINK POLKADOT,1,2010-07-29 10:54:00,2.08,12565,United Kingdom,2.08,2010,7,2010-07,3,10
536908,22632,HAND WARMER RED POLKA DOT,2,2010-07-30 12:43:00,1.7,12355,United Kingdom,3.4,2010,7,2010-07,4,12
536908,22633,HAND WARMER UNION JACK,8,2010-07-30 12:43:00,1.71,12355,United Kingdom,13.68,2010,7,2010-07,4,12
536908,48187,DOORMAT NEW ENGLAND,1,2010-07-30 12:43:00,8.62,12355,United Kingdom,8.62,2010,7,2010-07,4,12
536908,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2010-07-30 12:43:00,5.04,12355,United Kingdom,10.08,2010,7,2010-07,4,12
538223,20725,LUNCH BAG RED RETROSPOT,8,2010-07-30 16:01:00,1.63,12469,United Kingdom,13.04,2010,7,2010-07,4,16
538223,22730,ALARM CLOCK BAKELIKE IVORY,3,2010-07-30 16:01:00,3.88,12469,United Kingdom,11.64,2010,7,2010-07,4,16
536756,48187,DOORMAT NEW ENGLAND,2,2010-07-31 11:12:00,8.69,12818,United Kingdom,17.38,2010,7,2010-07,5,11
536756,71053,WHITE METAL LANTERN,11,2010-07-31 11:12:00,3.64,12818,United Kingdom,40.04,2010,7,2010-07,5,11
536756,23298,SPOTTY BUNTING,3,2010-07-31 11:12:00,4.93,12818,United Kingdom,14.79,2010,7,2010-07,5,11
537163,23084,RABBIT NIGHT LIGHT,3,2010-07-31 11:31:00,1.9,12616,United Kingdom,5.699999999999999,2010,7,2010-07,5,11
537163,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-07-31 11:31:00,2.39,12616,United Kingdom,2.39,2010,7,2010-07,5,11
537163,22726,ALARM CLOCK BAKELIKE GREEN,1,2010-07-31 11:31:00,3.95,12616,United Kingdom,3.95,2010,7,2010-07,5,11
536804,21212,PACK OF 72 RETROSPOT CAKE CASES,42,2010-07-31 15:41:00,0.54,12586,United Kingdom,22.68,2010,7,2010-07,5,15
536804,22633,HAND WARMER UNION JACK,5,2010-07-31 15:41:00,1.9,12586,United Kingdom,9.5,2010,7,2010-07,5,15
536804,22748,POPPY'S PLAYHOUSE KITCHEN,3,2010-07-31 15:41:00,1.95,12586,United Kingdom,5.85,2010,7,2010-07,5,15
537870,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2010-07-31 18:13:00,3.54,12736,United Kingdom,77.88,2010,7,2010-07,5,18
538091,20727,LUNCH BAG BLACK SKULL,2,2010-08-01 14:28:00,1.78,12514,United Kingdom,3.56,2010,8,2010-08,6,14
538091,22720,SET OF 3 CAKE TINS PANTRY DESIGN,4,2010-08-01 14:28:00,4.95,12514,United Kingdom,19.8,2010,8,2010-08,6,14
538091,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2010-08-01 14:28:00,3.53,12514,United Kingdom,3.53,2010,8,2010-08,6,14
536453,22383,LUNCH BAG SUKI DESIGN,7,2010-08-02 09:30:00,1.67,12528,United Kingdom,11.69,2010,8,2010-08,0,9
536453,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2010-08-02 09:30:00,5.44,12528,United Kingdom,5.44,2010,8,2010-08,0,9
536453,22423,REGENCY CAKESTAND 3 TIER,2,2010-08-02 09:30:00,13.17,12528,United Kingdom,26.34,2010,8,2010-08,0,9
536453,22730,ALARM CLOCK BAKELIKE IVORY,4,2010-08-02 09:30:00,3.45,12528,United Kingdom,13.8,2010,8,2010-08,0,9
536453,22197,POPCORN HOLDER,16,2010-08-02 09:30:00,0.8,12528,United Kingdom,12.8,2010,8,2010-08,0,9
536453,47566,PARTY BUNTING,21,2010-08-02 09:30:00,4.63,12528,United Kingdom,97.23,2010,8,2010-08,0,9
536453,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-08-02 09:30:00,4.85,12528,United Kingdom,4.85,2010,8,2010-08,0,9
536453,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2010-08-02 09:30:00,2.13,12528,United Kingdom,2.13,2010,8,2010-08,0,9
536453,84029E,RED WOOLLY HOTTIE WHITE HEART,9,2010-08-02 09:30:00,3.37,12528,United Kingdom,30.330000000000002,2010,8,2010-08,0,9
536453,22382,LUNCH BAG SPACEBOY DESIGN,11,2010-08-02 09:30:00,1.79,12528,United Kingdom,19.69,2010,8,2010-08,0,9
536453,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2010-08-02 09:30:00,3.94,12528,United Kingdom,11.82,2010,8,2010-08,0,9
536453,84879,ASSORTED COLOUR BIRD ORNAMENT,19,2010-08-02 09:30:00,1.7,12528,United Kingdom,32.3,2010,8,2010-08,0,9
537182,23167,SMALL CERAMIC TOP STORAGE JAR,1,2010-08-02 12:47:00,0.8,12630,United Kingdom,0.8,2010,8,2010-08,0,12
537182,22383,LUNCH BAG SUKI DESIGN,1,2010-08-02 12:47:00,1.58,12630,United Kingdom,1.58,2010,8,2010-08,0,12
537182,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2010-08-02 12:47:00,3.74,12630,United Kingdom,14.96,2010,8,2010-08,0,12
537182,23298,SPOTTY BUNTING,22,2010-08-02 12:47:00,4.61,12630,United Kingdom,101.42,2010,8,2010-08,0,12
537182,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2010-08-02 12:47:00,5.1,12630,United Kingdom,20.4,2010,8,2010-08,0,12
537371,22835,HOT WATER BOTTLE I AM SO POORLY,2,2010-08-03 06:28:00,5.08,12817,EIRE,10.16,2010,8,2010-08,1,6
537371,21755,LOVE BUILDING BLOCK WORD,19,2010-08-03 06:28:00,6.32,12817,EIRE,120.08000000000001,2010,8,2010-08,1,6
537371,22622,BOX OF VINTAGE ALPHABET BLOCKS,13,2010-08-03 06:28:00,5.02,12817,EIRE,65.25999999999999,2010,8,2010-08,1,6
537371,22727,ALARM CLOCK BAKELIKE RED,2,2010-08-03 06:28:00,3.54,12817,EIRE,7.08,2010,8,2010-08,1,6
537738,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2010-08-03 08:49:00,1.16,12736,United Kingdom,4.64,2010,8,2010-08,1,8
537738,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,5,2010-08-03 08:49:00,3.81,12736,United Kingdom,19.05,2010,8,2010-08,1,8
537738,22386,JUMBO BAG PINK POLKADOT,5,2010-08-03 08:49:00,2.11,12736,United Kingdom,10.549999999999999,2010,8,2010-08,1,8
536587,22197,POPCORN HOLDER,33,2010-08-03 11:41:00,0.91,12453,Germany,30.03,2010,8,2010-08,1,11
536587,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2010-08-03 11:41:00,3.17,12453,Germany,22.189999999999998,2010,8,2010-08,1,11
536587,20727,LUNCH BAG BLACK SKULL,9,2010-08-03 11:41:00,1.63,12453,Germany,14.669999999999998,2010,8,2010-08,1,11
536587,71053,WHITE METAL LANTERN,6,2010-08-03 11:41:00,3.16,12453,Germany,18.96,2010,8,2010-08,1,11
536964,47566,PARTY BUNTING,19,2010-08-03 12:23:00,5.13,12603,United Kingdom,97.47,2010,8,2010-08,1,12
536964,48187,DOORMAT NEW ENGLAND,9,2010-08-03 12:23:00,7.65,12603,United Kingdom,68.85000000000001,2010,8,2010-08,1,12
536964,22632,HAND WARMER RED POLKA DOT,2,2010-08-03 12:23:00,1.98,12603,United Kingdom,3.96,2010,8,2010-08,1,12
536964,22423,REGENCY CAKESTAND 3 TIER,1,2010-08-03 12:23:00,13.72,12603,United Kingdom,13.72,2010,8,2010-08,1,12
536964,22730,ALARM CLOCK BAKELIKE IVORY,1,2010-08-03 12:23:00,3.82,12603,United Kingdom,3.82,2010,8,2010-08,1,12
537603,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2010-08-03 12:36:00,5.02,12593,United Kingdom,10.04,2010,8,2010-08,1,12
537603,85099C,JUMBO BAG STRAWBERRY,2,2010-08-03 12:36:00,1.93,12593,United Kingdom,3.86,2010,8,2010-08,1,12
537603,23167,SMALL CERAMIC TOP STORAGE JAR,2,2010-08-03 12:36:00,0.93,12593,United Kingdom,1.86,2010,8,2010-08,1,12
537178,22310,PANTRY MAGNETIC SHOPPING LIST,2,2010-08-05 06:44:00,2.09,12722,United Kingdom,4.18,2010,8,2010-08,3,6
537178,84406B,CREAM CUPID HEARTS COAT HANGER,17,2010-08-05 06:44:00,2.71,12722,United Kingdom,46.07,2010,8,2010-08,3,6
537178,23166,MEDIUM CERAMIC TOP STORAGE JAR,1,2010-08-05 06:44:00,1.27,12722,United Kingdom,1.27,2010,8,2010-08,3,6
537178,21755,LOVE BUILDING BLOCK WORD,1,2010-08-05 06:44:00,5.85,12722,United Kingdom,5.85,2010,8,2010-08,3,6
537178,22727,ALARM CLOCK BAKELIKE RED,1,2010-08-05 06:44:00,3.9,12722,United Kingdom,3.9,2010,8,2010-08,3,6
536996,23298,SPOTTY BUNTING,15,2010-08-05 09:09:00,4.69,12682,United Kingdom,70.35000000000001,2010,8,2010-08,3,9
536996,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-08-05 09:09:00,3.83,12682,United Kingdom,7.66,2010,8,2010-08,3,9
536996,23300,GARDENERS KNEELING PAD CUP OF TEA,11,2010-08-05 09:09:00,2.15,12682,United Kingdom,23.65,2010,8,2010-08,3,9
536996,22745,POPPY'S PLAYHOUSE BEDROOM,1,2010-08-05 09:09:00,2.28,12682,United Kingdom,2.28,2010,8,2010-08,3,9
537737,M,MANUAL,32,2010-08-05 10:27:00,0.0,12531,Germany,0.0,2010,8,2010-08,3,10
537737,22633,HAND WARMER UNION JACK,5,2010-08-05 10:27:00,1.85,12531,Germany,9.25,2010,8,2010-08,3,10
537737,23166,MEDIUM CERAMIC TOP STORAGE JAR,1,2010-08-05 10:27:00,1.37,12531,Germany,1.37,2010,8,2010-08,3,10
538353,20727,LUNCH BAG BLACK SKULL,3,2010-08-05 17:27:00,1.65,12588,United Kingdom,4.949999999999999,2010,8,2010-08,3,17
538353,22469,HEART OF WICKER SMALL,15,2010-08-05 17:27:00,1.49,12588,United Kingdom,22.35,2010,8,2010-08,3,17
538353,22726,ALARM CLOCK BAKELIKE GREEN,8,2010-08-05 17:27:00,3.65,12588,United Kingdom,29.2,2010,8,2010-08,3,17
537016,85099B,JUMBO BAG RED RETROSPOT,14,2010-08-07 08:40:00,1.97,12595,Italy,27.58,2010,8,2010-08,5,8
537016,22423,REGENCY CAKESTAND 3 TIER,13,2010-08-07 08:40:00,11.6,12595,Italy,150.79999999999998,2010,8,2010-08,5,8
537016,71053,WHITE METAL LANTERN,3,2010-08-07 08:40:00,3.49,12595,Italy,10.47,2010,8,2010-08,5,8
537016,22727,ALARM CLOCK BAKELIKE RED,12,2010-08-07 08:40:00,3.4,12595,Italy,40.8,2010,8,2010-08,5,8
537016,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2010-08-07 08:40:00,0.53,12595,Italy,0.53,2010,8,2010-08,5,8
537897,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-08-07 11:19:00,1.61,12607,United Kingdom,12.88,2010,8,2010-08,5,11
537897,22386,JUMBO BAG PINK POLKADOT,1,2010-08-07 11:19:00,2.09,12607,United Kingdom,2.09,2010,8,2010-08,5,11
537897,23167,SMALL CERAMIC TOP STORAGE JAR,17,2010-08-07 11:19:00,0.83,12607,United Kingdom,14.11,2010,8,2010-08,5,11
537897,23300,GARDENERS KNEELING PAD CUP OF TEA,16,2010-08-07 11:19:00,2.16,12607,United Kingdom,34.56,2010,8,2010-08,5,11
537712,22423,REGENCY CAKESTAND 3 TIER,10,2010-08-07 14:53:00,12.91,12464,United Kingdom,129.1,2010,8,2010-08,5,14
538239,22310,PANTRY MAGNETIC SHOPPING LIST,11,2010-08-07 16:19:00,1.81,12611,United Kingdom,19.91,2010,8,2010-08,5,16
538239,22632,HAND WARMER RED POLKA DOT,1,2010-08-07 16:19:00,1.73,12611,United Kingdom,1.73,2010,8,2010-08,5,16
538239,20727,LUNCH BAG BLACK SKULL,9,2010-08-07 16:19:00,1.68,12611,United Kingdom,15.12,2010,8,2010-08,5,16
537004,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-08-08 10:29:00,4.45,12610,United Kingdom,8.9,2010,8,2010-08,6,10
537004,22632,HAND WARMER RED POLKA DOT,15,2010-08-08 10:29:00,1.74,12610,United Kingdom,26.1,2010,8,2010-08,6,10
537692,48187,DOORMAT NEW ENGLAND,2,2010-08-08 21:02:00,7.66,12508,United Kingdom,15.32,2010,8,2010-08,6,21
537059,22727,ALARM CLOCK BAKELIKE RED,1,2010-08-09 10:41:00,4.03,12394,Channel Islands,4.03,2010,8,2010-08,0,10
538324,21754,HOME BUILDING BLOCK WORD,2,2010-08-10 14:40:00,5.77,12574,United Kingdom,11.54,2010,8,2010-08,1,14
538324,22632,HAND WARMER RED POLKA DOT,6,2010-08-10 14:40:00,1.71,12574,United Kingdom,10.26,2010,8,2010-08,1,14
538324,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-08-10 14:40:00,1.62,12574,United Kingdom,4.86,2010,8,2010-08,1,14
536639,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2010-08-11 03:28:00,3.71,12600,United Kingdom,25.97,2010,8,2010-08,2,3
537028,22632,HAND WARMER RED POLKA DOT,3,2010-08-11 09:51:00,1.73,12353,United Kingdom,5.1899999999999995,2010,8,2010-08,2,9
537028,22469,HEART OF WICKER SMALL,15,2010-08-11 09:51:00,1.72,12353,United Kingdom,25.8,2010,8,2010-08,2,9
537654,21755,LOVE BUILDING BLOCK WORD,1,2010-08-11 10:56:00,6.42,12778,United Kingdom,6.42,2010,8,2010-08,2,10
537654,20727,LUNCH BAG BLACK SKULL,1,2010-08-11 10:56:00,1.77,12778,United Kingdom,1.77,2010,8,2010-08,2,10
537361,22633,HAND WARMER UNION JACK,17,2010-08-11 11:10:00,1.99,12498,United Kingdom,33.83,2010,8,2010-08,2,11
537361,20725,LUNCH BAG RED RETROSPOT,3,2010-08-11 11:10:00,1.68,12498,United Kingdom,5.04,2010,8,2010-08,2,11
537361,21754,HOME BUILDING BLOCK WORD,2,2010-08-11 11:10:00,6.33,12498,United Kingdom,12.66,2010,8,2010-08,2,11
536617,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2010-08-11 12:56:00,3.3,12607,United Kingdom,16.5,2010,8,2010-08,2,12
537274,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-08-12 15:38:00,4.95,12787,United Kingdom,4.95,2010,8,2010-08,3,15
537274,22383,LUNCH BAG SUKI DESIGN,1,2010-08-12 15:38:00,1.73,12787,United Kingdom,1.73,2010,8,2010-08,3,15
537274,22423,REGENCY CAKESTAND 3 TIER,12,2010-08-12 15:38:00,12.15,12787,United Kingdom,145.8,2010,8,2010-08,3,15
537274,22198,SMALL HEART FLOWERS HOOK,2,2010-08-12 15:38:00,0.84,12787,United Kingdom,1.68,2010,8,2010-08,3,15
537274,85099C,JUMBO BAG STRAWBERRY,15,2010-08-12 15:38:00,1.92,12787,United Kingdom,28.799999999999997,2010,8,2010-08,3,15
537274,84406B,CREAM CUPID HEARTS COAT HANGER,3,2010-08-12 15:38:00,2.61,12787,United Kingdom,7.83,2010,8,2010-08,3,15
536631,22469,HEART OF WICKER SMALL,17,2010-08-13 09:25:00,1.6,12607,United Kingdom,27.200000000000003,2010,8,2010-08,4,9
536631,21777,RECIPE BOX WITH METAL HEART,3,2010-08-13 09:25:00,7.42,12607,United Kingdom,22.259999999999998,2010,8,2010-08,4,9
536631,23084,RABBIT NIGHT LIGHT,1,2010-08-13 09:25:00,1.87,12607,United Kingdom,1.87,2010,8,2010-08,4,9
538265,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2010-08-13 09:39:00,4.09,12497,France,16.36,2010,8,2010-08,4,9
538220,23300,GARDENERS KNEELING PAD CUP OF TEA,4,2010-08-13 10:49:00,1.92,12683,United Kingdom,7.68,2010,8,2010-08,4,10
536624,22310,PANTRY MAGNETIC SHOPPING LIST,1,2010-08-13 12:00:00,1.77,12819,United Kingdom,1.77,2010,8,2010-08,4,12
536624,23167,SMALL CERAMIC TOP STORAGE JAR,33,2010-08-13 12:00:00,0.79,12819,United Kingdom,26.07,2010,8,2010-08,4,12
536624,21777,RECIPE BOX WITH METAL HEART,4,2010-08-13 12:00:00,7.85,12819,United Kingdom,31.4,2010,8,2010-08,4,12
537772,85099B,JUMBO BAG RED RETROSPOT,4,2010-08-14 09:19:00,1.79,12580,Japan,7.16,2010,8,2010-08,5,9
538243,22310,PANTRY MAGNETIC SHOPPING LIST,8,2010-08-14 09:34:00,1.81,12675,United Kingdom,14.48,2010,8,2010-08,5,9
536922,22622,BOX OF VINTAGE ALPHABET BLOCKS,14,2010-08-14 10:47:00,5.36,12598,United Kingdom,75.04,2010,8,2010-08,5,10
536922,23298,SPOTTY BUNTING,1,2010-08-14 10:47:00,5.26,12598,United Kingdom,5.26,2010,8,2010-08,5,10
536922,84406B,CREAM CUPID HEARTS COAT HANGER,7,2010-08-14 10:47:00,2.95,12598,United Kingdom,20.650000000000002,2010,8,2010-08,5,10
536922,21777,RECIPE BOX WITH METAL HEART,2,2010-08-14 10:47:00,7.23,12598,United Kingdom,14.46,2010,8,2010-08,5,10
536922,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2010-08-14 10:47:00,4.98,12598,United Kingdom,4.98,2010,8,2010-08,5,10
536922,22198,SMALL HEART FLOWERS HOOK,14,2010-08-14 10:47:00,0.84,12598,United Kingdom,11.76,2010,8,2010-08,5,10
536922,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2010-08-14 10:47:00,1.35,12598,United Kingdom,16.200000000000003,2010,8,2010-08,5,10
537979,71053,WHITE METAL LANTERN,1,2010-08-14 10:58:00,3.67,12742,Italy,3.67,2010,8,2010-08,5,10
537149,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2010-08-14 13:30:00,0.58,12560,United Kingdom,1.7399999999999998,2010,8,2010-08,5,13
536675,21755,LOVE BUILDING BLOCK WORD,1,2010-08-14 16:49:00,5.87,12566,United Kingdom,5.87,2010,8,2010-08,5,16
537604,22382,LUNCH BAG SPACEBOY DESIGN,7,2010-08-15 08:57:00,1.67,12601,France,11.69,2010,8,2010-08,6,8
537161,22197,POPCORN HOLDER,2,2010-08-15 11:45:00,0.81,12361,United Kingdom,1.62,2010,8,2010-08,6,11
537161,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2010-08-15 11:45:00,4.49,12361,United Kingdom,49.39,2010,8,2010-08,6,11
537161,22469,HEART OF WICKER SMALL,3,2010-08-15 11:45:00,1.69,12361,United Kingdom,5.07,2010,8,2010-08,6,11
537161,22633,HAND WARMER UNION JACK,1,2010-08-15 11:45:00,2.0,12361,United Kingdom,2.0,2010,8,2010-08,6,11
537161,47566,PARTY BUNTING,4,2010-08-15 11:45:00,5.3,12361,United Kingdom,21.2,2010,8,2010-08,6,11
537161,84406B,CREAM CUPID HEARTS COAT HANGER,2,2010-08-15 11:45:00,2.96,12361,United Kingdom,5.92,2010,8,2010-08,6,11
537161,DOT,DOTCOM POSTAGE,1,2010-08-15 11:45:00,15.89,12361,United Kingdom,15.89,2010,8,2010-08,6,11
537161,20725,LUNCH BAG RED RETROSPOT,3,2010-08-15 11:45:00,1.56,12361,United Kingdom,4.68,2010,8,2010-08,6,11
536947,22633,HAND WARMER UNION JACK,1,2010-08-15 13:00:00,1.75,12540,United Kingdom,1.75,2010,8,2010-08,6,13
536947,22469,HEART OF WICKER SMALL,1,2010-08-15 13:00:00,1.51,12540,United Kingdom,1.51,2010,8,2010-08,6,13
536947,M,MANUAL,8,2010-08-15 13:00:00,0.0,12540,United Kingdom,0.0,2010,8,2010-08,6,13
538317,22726,ALARM CLOCK BAKELIKE GREEN,9,2010-08-15 13:58:00,3.73,12585,United Kingdom,33.57,2010,8,2010-08,6,13
538317,47566,PARTY BUNTING,1,2010-08-15 13:58:00,5.43,12585,United Kingdom,5.43,2010,8,2010-08,6,13
538317,22384,LUNCH BAG PINK POLKADOT,6,2010-08-15 13:58:00,1.52,12585,United Kingdom,9.120000000000001,2010,8,2010-08,6,13
538317,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2010-08-15 13:58:00,3.09,12585,United Kingdom,12.36,2010,8,2010-08,6,13
538317,22745,POPPY'S PLAYHOUSE BEDROOM,4,2010-08-15 13:58:00,2.12,12585,United Kingdom,8.48,2010,8,2010-08,6,13
538317,20727,LUNCH BAG BLACK SKULL,15,2010-08-15 13:58:00,1.72,12585,United Kingdom,25.8,2010,8,2010-08,6,13
538317,21754,HOME BUILDING BLOCK WORD,1,2010-08-15 13:58:00,6.41,12585,United Kingdom,6.41,2010,8,2010-08,6,13
538317,22386,JUMBO BAG PINK POLKADOT,20,2010-08-15 13:58:00,2.06,12585,United Kingdom,41.2,2010,8,2010-08,6,13
538317,71053,WHITE METAL LANTERN,5,2010-08-15 13:58:00,3.1,12585,United Kingdom,15.5,2010,8,2010-08,6,13
538317,84997D,BLUE 3 PIECE POLKADOT CUTLERY SET,3,2010-08-15 13:58:00,4.29,12585,United Kingdom,12.870000000000001,2010,8,2010-08,6,13
537765,20727,LUNCH BAG BLACK SKULL,24,2010-08-16 08:11:00,1.7,12821,United Kingdom,40.8,2010,8,2010-08,0,8
537765,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2010-08-16 08:11:00,1.61,12821,United Kingdom,11.270000000000001,2010,8,2010-08,0,8
537765,22423,REGENCY CAKESTAND 3 TIER,22,2010-08-16 08:11:00,13.33,12821,United Kingdom,293.26,2010,8,2010-08,0,8
537765,48187,DOORMAT NEW ENGLAND,2,2010-08-16 08:11:00,7.17,12821,United Kingdom,14.34,2010,8,2010-08,0,8
537765,DOT,DOTCOM POSTAGE,1,2010-08-16 08:11:00,14.11,12821,United Kingdom,14.11,2010,8,2010-08,0,8
536794,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2010-08-16 15:57:00,2.22,12845,United Kingdom,2.22,2010,8,2010-08,0,15
536794,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-08-16 15:57:00,3.59,12845,United Kingdom,3.59,2010,8,2010-08,0,15
536794,23298,SPOTTY BUNTING,23,2010-08-16 15:57:00,5.13,12845,United Kingdom,117.99,2010,8,2010-08,0,15
536794,22384,LUNCH BAG PINK POLKADOT,7,2010-08-16 15:57:00,1.81,12845,United Kingdom,12.67,2010,8,2010-08,0,15
537678,22727,ALARM CLOCK BAKELIKE RED,21,2010-08-17 10:30:00,3.95,12736,United Kingdom,82.95,2010,8,2010-08,1,10
537678,85099B,JUMBO BAG RED RETROSPOT,16,2010-08-17 10:30:00,2.11,12736,United Kingdom,33.76,2010,8,2010-08,1,10
537678,DOT,DOTCOM POSTAGE,17,2010-08-17 10:30:00,14.2,12736,United Kingdom,241.39999999999998,2010,8,2010-08,1,10
